field_1,lat,long,distance_t,NAME
"20126",47.5071000000,-122.1480000000,0.4291989081,Issaquah
"20127",47.5656000000,-122.4030000000,0.2858796509,Seattle
"20128",47.5767000000,-122.2250000000,0.2215492762,Mercer Island
"20129",47.2602000000,-122.2840000000,0.8987754408,Fife
"20130",47.5019000000,-122.3400000000,0.2757845856,Highline
"20131",47.5881000000,-122.3040000000,0.1224745326,Seattle
"20132",47.7550000000,-122.2160000000,0.3610329279,Northshore
"20133",47.6506000000,-122.3830000000,0.5337284746,Seattle
"20134",47.6363000000,-122.3710000000,0.3852849685,Seattle
"20135",47.3420000000,-122.0590000000,0.7449618770,Kent
"20136",47.5920000000,-122.0850000000,1.0099832761,Issaquah
"20137",47.3496000000,-122.0420000000,0.8324338287,Tahoma
"20138",47.6715000000,-122.4060000000,0.6622741162,Seattle
"20139",47.5483000000,-122.0040000000,0.1090347050,Issaquah
"20140",47.5375000000,-122.0730000000,1.2937371142,Issaquah
"20141",47.5430000000,-122.2660000000,0.2266582732,Seattle
"20142",47.5604000000,-122.3630000000,0.2849909082,Seattle
"20143",47.3737000000,-122.1650000000,0.4261372029,Kent
"20144",47.5828000000,-122.3140000000,0.1915230289,Seattle
"20145",47.6022000000,-122.0600000000,0.5470402806,Lake Washington
"20146",47.3525000000,-122.2750000000,0.3306680727,Federal Way
"20147",47.3448000000,-122.0240000000,0.4762522284,Tahoma
"20148",47.5344000000,-122.0680000000,1.0695985725,Issaquah
"20149",47.7246000000,-122.3630000000,0.4039830241,Seattle
"20150",47.5396000000,-121.9950000000,0.6750739969,Issaquah
"20151",47.7737000000,-122.2380000000,0.5447841458,Northshore
"20152",47.6354000000,-122.1980000000,0.3818792861,Bellevue
"20153",47.4790000000,-122.1240000000,0.3018526385,Issaquah
"20154",47.7694000000,-122.0640000000,0.6386859534,Northshore
"20155",47.6062000000,-122.0570000000,0.8548969644,Lake Washington
"20156",47.7511000000,-122.1730000000,0.6476003450,Northshore
"20157",47.5216000000,-121.8690000000,0.8173694804,Snoqualmie Valley
"20158",47.5626000000,-122.0050000000,0.3404143401,Issaquah
"20159",47.4910000000,-122.1530000000,0.6547292259,Renton
"20160",47.6594000000,-122.3550000000,0.3784136275,Seattle
"20161",47.3359000000,-122.0540000000,0.3539590762,Kent
"20162",47.4594000000,-122.1330000000,0.5780462510,Kent
"20163",47.7743000000,-122.2790000000,0.8784470022,Shoreline
"20164",47.5168000000,-121.8830000000,0.5785229066,Snoqualmie Valley
"20165",47.5168000000,-121.8830000000,0.5785229066,Snoqualmie Valley
"20166",47.5181000000,-121.8850000000,0.5113609205,Snoqualmie Valley
"20167",47.4196000000,-122.1930000000,0.7691817609,Kent
"20168",47.6664000000,-122.2760000000,0.2196644695,Seattle
"20169",47.2752000000,-122.3490000000,0.6339897569,Federal Way
"20170",47.5117000000,-122.3650000000,0.2276024879,Highline
"20171",47.6719000000,-122.3900000000,0.1482793416,Seattle
"20172",47.6485000000,-122.3340000000,0.6466626906,Seattle
"20173",47.7368000000,-122.2080000000,0.7385338794,Northshore
"20174",47.5212000000,-122.3580000000,0.2997241453,Seattle
"20175",47.5446000000,-121.8620000000,1.0570376437,Snoqualmie Valley
"20176",47.5631000000,-122.2970000000,0.7495556347,Seattle
"20177",47.7744000000,-122.2240000000,0.2503411026,Northshore
"20178",47.3750000000,-122.1600000000,0.2947994552,Kent
"20179",47.7352000000,-122.2230000000,0.3760296033,Northshore
"20180",47.6709000000,-122.1660000000,0.3634585724,Lake Washington
"20181",47.6476000000,-122.0790000000,0.8289901491,Lake Washington
"20182",47.6846000000,-122.0450000000,0.4530031033,Lake Washington
"20183",47.3555000000,-122.0620000000,0.8482961276,Kent
"20184",47.7109000000,-122.0170000000,1.2999198183,Lake Washington
"20185",47.6179000000,-122.3180000000,0.1713620164,Seattle
"20186",47.6864000000,-122.2650000000,0.0962415420,Seattle
"20187",47.3216000000,-121.9400000000,3.1591676137,Enumclaw
"20188",47.3994000000,-122.3110000000,0.1496119701,Highline
"20189",47.6950000000,-122.0220000000,0.9233601829,Lake Washington
"20190",47.5168000000,-121.8710000000,0.7558479961,Snoqualmie Valley
"20191",47.3731000000,-122.1590000000,0.1743282167,Kent
"20192",47.4928000000,-122.1490000000,0.6298572092,Renton
"20193",47.6396000000,-122.3290000000,0.2918095194,Seattle
"20194",47.7349000000,-122.2380000000,0.4210655548,Northshore
"20195",47.4870000000,-122.3200000000,0.3004288141,Highline
"20196",47.2607000000,-122.2500000000,0.7124405209,Auburn
"20197",47.5664000000,-122.3700000000,0.6205530157,Seattle
"20198",47.5308000000,-122.1840000000,0.5001734260,Renton
"20199",47.4786000000,-122.1230000000,0.2660070961,Issaquah
"20200",47.5294000000,-122.1540000000,0.3714439920,Issaquah
"20201",47.5338000000,-121.8410000000,0.6638109498,Snoqualmie Valley
"20202",47.5518000000,-122.3570000000,0.3255099658,Seattle
"20203",47.6181000000,-122.3010000000,0.3143273550,Seattle
"20204",47.4166000000,-122.3190000000,0.6812192663,Highline
"20205",47.6934000000,-122.3420000000,0.1373566043,Seattle
"20206",47.6827000000,-122.3460000000,0.2965092447,Seattle
"20207",47.5151000000,-121.8830000000,0.6952469003,Snoqualmie Valley
"20208",47.6936000000,-122.1900000000,0.5462323476,Lake Washington
"20209",47.5619000000,-122.0270000000,0.7825702850,Issaquah
"20210",47.5285000000,-122.0310000000,0.1967533894,Issaquah
"20211",47.5430000000,-122.3750000000,0.1107745253,Seattle
"20212",47.4856000000,-122.1540000000,0.3911742904,Renton
"20213",47.5476000000,-122.3700000000,0.4349464114,Seattle
"20214",47.5875000000,-122.3150000000,0.1403527425,Seattle
"20215",47.6533000000,-122.3460000000,0.1743944769,Seattle
"20216",47.5339000000,-122.2840000000,0.2223838733,Seattle
"20217",47.6245000000,-122.2100000000,0.1001106896,Bellevue
"20218",47.5605000000,-122.3960000000,0.3474261391,Seattle
"20219",47.6226000000,-122.3130000000,0.2969815901,Seattle
"20220",47.4828000000,-122.1360000000,0.5206009352,Renton
"20221",47.5794000000,-122.0300000000,0.0856822906,Issaquah
"20222",47.7073000000,-122.1180000000,0.6306399101,Lake Washington
"20223",47.5910000000,-122.0080000000,0.7742033069,Issaquah
"20224",47.7034000000,-122.3450000000,0.6105772142,Seattle
"20225",47.5409000000,-121.9940000000,0.6474751553,Issaquah
"20226",47.2592000000,-122.1940000000,1.6436379909,Auburn
"20227",47.3568000000,-122.1630000000,0.5594770574,Kent
"20228",47.6239000000,-122.2900000000,0.0924172713,Seattle
"20229",47.5490000000,-122.3740000000,0.3804444994,Seattle
"20230",47.6903000000,-122.3700000000,0.4852186102,Seattle
"20231",47.6882000000,-122.2140000000,0.6184570013,Lake Washington
"20232",47.5547000000,-122.3080000000,0.3222610985,Seattle
"20233",47.5014000000,-122.3400000000,0.3504089097,Highline
"20234",47.5999000000,-122.2860000000,0.3113038507,Seattle
"20235",47.5254000000,-121.8860000000,0.2114236588,Snoqualmie Valley
"20236",47.6263000000,-122.0990000000,0.1757731958,Bellevue
"20237",47.6706000000,-122.3780000000,0.1252549812,Seattle
"20238",47.5184000000,-122.1960000000,0.0967591104,Renton
"20239",47.4823000000,-121.7710000000,0.2382059213,Snoqualmie Valley
"20240",47.5183000000,-122.3760000000,0.2596095484,Seattle
"20241",47.6763000000,-122.2670000000,0.2635194894,Seattle
"20242",47.7043000000,-122.1140000000,0.6030139165,Lake Washington
"20243",47.5280000000,-122.2690000000,0.1839831100,Seattle
"20244",47.5165000000,-122.3460000000,0.2373539358,Highline
"20245",47.6072000000,-122.0530000000,0.9992001713,Lake Washington
"20246",47.7273000000,-121.9580000000,0.6305132941,Riverview
"20247",47.7044000000,-122.2090000000,0.9378201343,Lake Washington
"20248",47.4823000000,-122.1240000000,0.3305928395,Issaquah
"20249",47.5150000000,-121.8690000000,0.9112404015,Snoqualmie Valley
"20250",47.6168000000,-122.3140000000,0.2088601110,Seattle
"20251",47.4695000000,-121.7750000000,0.8305669998,Snoqualmie Valley
"20252",47.5402000000,-122.0270000000,0.9950674030,Issaquah
"20253",47.3790000000,-122.1840000000,0.2863139871,Kent
"20254",47.6887000000,-122.0400000000,0.3402929259,Lake Washington
"20255",47.3561000000,-122.0630000000,0.7914991064,Kent
"20256",47.5482000000,-121.9960000000,0.4203886363,Issaquah
"20257",47.5925000000,-122.2950000000,0.2502423088,Seattle
"20258",47.3613000000,-122.0810000000,0.1682381621,Kent
"20259",47.5816000000,-122.0210000000,0.3748517120,Issaquah
"20260",47.5427000000,-122.2720000000,0.2676071341,Seattle
"20261",47.5582000000,-122.3630000000,0.3901210318,Seattle
"20262",47.6635000000,-122.0830000000,1.0973913749,Lake Washington
"20263",47.4937000000,-122.1500000000,0.5587847897,Renton
"20264",47.6954000000,-122.0220000000,0.9465146109,Lake Washington
"20265",47.4295000000,-122.2050000000,0.6009317928,Kent
"20266",47.2874000000,-122.2570000000,1.1943833689,Auburn
"20267",47.3785000000,-122.0230000000,0.4622905737,Tahoma
"20268",47.3535000000,-122.0170000000,0.4234133952,Tahoma
"20269",47.4959000000,-122.1500000000,0.4108581677,Renton
"20270",47.3482000000,-122.0420000000,0.9000692643,Tahoma
"20271",47.3612000000,-122.0810000000,0.1622545142,Kent
"20272",47.3519000000,-122.1970000000,0.1161009179,Kent
"20273",47.7611000000,-122.2330000000,0.7511080667,Northshore
"20274",47.5806000000,-122.0550000000,1.0567466262,Issaquah
"20275",47.3686000000,-122.1170000000,0.1464007342,Kent
"20276",47.7760000000,-122.2600000000,0.2787623409,Northshore
"20277",47.5469000000,-122.3830000000,0.4133945137,Seattle
"20278",47.3455000000,-122.2100000000,0.8610727759,Auburn
"20279",47.6364000000,-122.2140000000,0.3687220567,Bellevue
"20280",47.3389000000,-122.3340000000,0.5916784974,Federal Way
"20281",47.4874000000,-122.1520000000,0.4142287137,Renton
"20282",47.3521000000,-122.2110000000,0.7207908175,Auburn
"20283",47.5419000000,-122.3880000000,0.1161890967,Seattle
"20284",47.6974000000,-122.3490000000,0.4276760663,Seattle
"20285",47.3425000000,-122.1790000000,0.3366289713,Auburn
"20286",47.7050000000,-122.1140000000,0.6316802418,Lake Washington
"20287",47.5373000000,-121.8740000000,0.3427678685,Snoqualmie Valley
"20288",47.6180000000,-122.3110000000,0.2889996021,Seattle
"20289",47.6175000000,-122.0560000000,0.5758368678,Lake Washington
"20290",47.6981000000,-122.3760000000,0.1194059495,Seattle
"20291",47.6172000000,-122.3100000000,0.2664344826,Seattle
"20292",47.6534000000,-122.3550000000,0.2652757954,Seattle
"20293",47.5755000000,-122.0710000000,1.3690115340,Issaquah
"20294",47.4557000000,-122.1300000000,0.5647211605,Kent
"20295",47.5929000000,-122.3080000000,0.2928517525,Seattle
"20296",47.6925000000,-122.3750000000,0.3178425576,Seattle
"20297",47.5360000000,-122.2840000000,0.3658538968,Seattle
"20298",47.2590000000,-122.2560000000,0.8913580406,Auburn
"20299",47.3359000000,-122.2570000000,0.2491456587,Federal Way
"20300",47.5300000000,-122.0730000000,1.3711768295,Issaquah
"20301",47.7027000000,-122.3590000000,0.2469481488,Seattle
"20302",47.7705000000,-122.1690000000,0.1834594460,Northshore
"20303",47.3706000000,-122.0170000000,0.2252818449,Tahoma
"20304",47.6875000000,-122.0150000000,0.3113971645,Lake Washington
"20305",47.3596000000,-122.0820000000,0.1327470133,Kent
"20306",47.6463000000,-122.1210000000,0.4917464271,Lake Washington
"20307",47.6597000000,-122.3550000000,0.3579954884,Seattle
"20308",47.3550000000,-122.0590000000,0.9930524975,Kent
"20309",47.5283000000,-122.2050000000,0.8290319901,Renton
"20310",47.6547000000,-122.2020000000,0.3036891175,Lake Washington
"20311",47.3453000000,-122.2670000000,0.5670532239,Federal Way
"20312",47.4221000000,-122.1920000000,0.6088938002,Kent
"20313",47.7442000000,-121.9840000000,0.2246383841,Riverview
"20314",47.2586000000,-122.1940000000,1.6765806230,Auburn
"20315",47.3421000000,-122.1790000000,0.3348240658,Auburn
"20316",47.6991000000,-122.3460000000,0.3773261834,Seattle
"20317",47.2583000000,-122.1980000000,1.3114982422,Auburn
"20318",47.5202000000,-121.8730000000,0.5229329069,Snoqualmie Valley
"20319",47.5788000000,-122.3150000000,0.4608013188,Seattle
"20320",47.3261000000,-122.1630000000,0.5874439829,Auburn
"20321",47.6521000000,-122.4000000000,0.2698444704,Seattle
"20322",47.5917000000,-122.2950000000,0.2321900925,Seattle
"20323",47.3555000000,-122.0630000000,0.8036315434,Kent
"20324",47.7089000000,-122.2450000000,0.8343636786,Lake Washington
"20325",47.7080000000,-122.1090000000,0.6434650796,Lake Washington
"20326",47.6845000000,-122.2070000000,0.4741915467,Lake Washington
"20327",47.5754000000,-122.0710000000,1.3757068487,Issaquah
"20328",47.6834000000,-122.2000000000,0.2625550425,Lake Washington
"20329",47.5528000000,-122.0930000000,1.1763929860,Issaquah
"20330",47.4493000000,-122.2810000000,0.3388515220,Highline
"20331",47.5494000000,-122.3720000000,0.5320793258,Seattle
"20332",47.3539000000,-122.0210000000,0.2669252176,Tahoma
"20333",47.4827000000,-122.1310000000,0.6464354996,Renton
"20334",47.5836000000,-121.9940000000,0.6334527420,Issaquah
"20335",47.6386000000,-122.3880000000,0.6468161087,Seattle
"20336",47.3667000000,-122.3070000000,0.3440049682,Federal Way
"20337",47.3568000000,-122.0550000000,1.1497318503,Tahoma
"20338",47.3710000000,-122.0180000000,0.1713637748,Tahoma
"20339",47.4739000000,-122.1100000000,0.2865149254,Issaquah
"20340",47.6187000000,-122.3010000000,0.2836854905,Seattle
"20341",47.6948000000,-122.1780000000,0.6834463430,Lake Washington
"20342",47.7685000000,-122.2360000000,0.4585015852,Northshore
"20343",47.2586000000,-122.2000000000,1.2199741727,Auburn
"20344",47.7385000000,-122.2500000000,0.1269956352,Northshore
"20345",47.6691000000,-122.4020000000,0.5522302248,Seattle
"20346",47.5065000000,-122.1710000000,0.5869337889,Renton
"20347",47.4995000000,-122.1500000000,0.1836948946,Renton
"20348",47.5648000000,-122.2940000000,0.6047529730,Seattle
"20349",47.2597000000,-122.1990000000,1.2239966820,Auburn
"20350",47.5902000000,-122.3110000000,0.2454761319,Seattle
"20351",47.6518000000,-122.3840000000,0.4402628711,Seattle
"20352",47.5407000000,-121.9930000000,0.6927592655,Issaquah
"20353",47.6356000000,-122.2810000000,0.2075298416,Seattle
"20354",47.6889000000,-122.3520000000,0.2888802538,Seattle
"20355",47.5066000000,-122.1460000000,0.4540699593,Issaquah
"20356",47.5828000000,-122.3140000000,0.1915230289,Seattle
"20357",47.7719000000,-122.1680000000,0.2674912660,Northshore
"20358",47.5445000000,-122.0130000000,0.4175414928,Issaquah
"20359",47.5196000000,-121.8780000000,0.4145831924,Snoqualmie Valley
"20360",47.4827000000,-122.1350000000,0.5670867335,Renton
"20361",47.5606000000,-122.0110000000,0.0783657229,Issaquah
"20362",47.5929000000,-122.0570000000,0.3395640534,Issaquah
"20363",47.5352000000,-121.8800000000,0.2706903091,Snoqualmie Valley
"20364",47.6660000000,-122.3670000000,0.3642390152,Seattle
"20365",47.5404000000,-122.0730000000,1.3182960068,Issaquah
"20366",47.6998000000,-122.3670000000,0.5068560626,Seattle
"20367",47.5694000000,-122.3870000000,0.2901561002,Seattle
"20368",47.5314000000,-122.3920000000,0.6331293255,Seattle
"20369",47.3538000000,-122.0210000000,0.2628897195,Tahoma
"20370",47.4104000000,-122.4860000000,1.4512802140,Vashon Island
"20371",47.6681000000,-122.3550000000,0.2365487143,Seattle
"20372",47.5538000000,-122.2820000000,0.2556076626,Seattle
"20373",47.5880000000,-122.3040000000,0.1232436184,Seattle
"20374",47.3654000000,-122.0210000000,0.3953867224,Tahoma
"20375",47.7747000000,-122.3660000000,0.3754060790,Shoreline
"20376",47.5535000000,-122.3950000000,0.8332224122,Seattle
"20377",47.2773000000,-122.2160000000,0.0551531625,Auburn
"20378",47.6801000000,-122.3480000000,0.4981363072,Seattle
"20379",47.5348000000,-122.2950000000,0.1915685230,Seattle
"20380",47.3375000000,-122.3370000000,0.8295333297,Federal Way
"20381",47.4866000000,-122.1550000000,0.4698009493,Renton
"20382",47.5661000000,-122.2900000000,0.3095907683,Seattle
"20383",47.3587000000,-122.1630000000,0.6204227008,Kent
"20384",47.5396000000,-122.3870000000,0.0832911085,Seattle
"20385",47.5342000000,-121.8410000000,0.6784545379,Snoqualmie Valley
"20386",47.4960000000,-122.1510000000,0.3940573378,Renton
"20387",47.5671000000,-122.2980000000,0.5341039214,Seattle
"20388",47.5240000000,-122.2000000000,0.4687698233,Renton
"20389",47.7043000000,-122.2090000000,0.9447264085,Lake Washington
"20390",47.3726000000,-122.1590000000,0.1598453991,Kent
"20391",47.6026000000,-122.0600000000,0.5732785243,Lake Washington
"20392",47.6689000000,-122.3630000000,0.0951513136,Seattle
"20393",47.5394000000,-122.0270000000,0.9432393772,Issaquah
"20394",47.5472000000,-122.3840000000,0.4117806804,Seattle
"20395",47.6842000000,-122.0400000000,0.2249211341,Lake Washington
"20396",47.6512000000,-122.3450000000,0.3100823869,Seattle
"20397",47.6748000000,-122.3770000000,0.1504273201,Seattle
"20398",47.7477000000,-122.2360000000,0.6708178538,Northshore
"20399",47.6536000000,-122.3540000000,0.2959886842,Seattle
"20400",47.3454000000,-122.2140000000,1.1152275501,Auburn
"20401",47.7678000000,-122.2370000000,0.4095081549,Northshore
"20402",47.5389000000,-121.8600000000,0.8622364924,Snoqualmie Valley
"20403",47.6530000000,-122.3520000000,0.1835677549,Seattle
"20404",47.5300000000,-122.0730000000,1.3711768295,Issaquah
"20405",47.4807000000,-121.7950000000,1.2272872267,Snoqualmie Valley
"20406",47.6408000000,-122.3070000000,0.1302650437,Seattle
"20407",47.3602000000,-122.0820000000,0.1474979329,Kent
"20408",47.5158000000,-121.8710000000,0.8095852921,Snoqualmie Valley
"20409",47.7072000000,-121.9830000000,2.0767996986,Riverview
"20410",47.5481000000,-122.1030000000,0.5349027097,Issaquah
"20411",47.4697000000,-122.2670000000,0.3725363286,Tukwila
"20412",47.5602000000,-122.3900000000,0.3203944016,Seattle
"20413",47.7043000000,-122.1140000000,0.6030139165,Lake Washington
"20414",47.7226000000,-122.3300000000,0.3874749935,Seattle
"20415",47.3706000000,-122.0180000000,0.1831725169,Tahoma
"20416",47.5488000000,-122.3640000000,0.0879378072,Seattle
"20417",47.6206000000,-122.2990000000,0.2964042791,Seattle
"20418",47.5941000000,-121.9730000000,0.1991233280,Issaquah
"20419",47.3424000000,-122.1790000000,0.3359656459,Auburn
"20420",47.5603000000,-122.0130000000,0.1233822796,Issaquah
"20421",47.6907000000,-122.3430000000,0.3080017374,Seattle
"20422",47.4944000000,-122.1500000000,0.5114591263,Renton
"20423",47.4785000000,-122.2280000000,0.4413894332,Renton
"20424",47.5646000000,-122.2950000000,0.6318048807,Seattle
"20425",47.6409000000,-122.2210000000,0.7922155285,Bellevue
"20426",47.5450000000,-122.3680000000,0.3404729614,Seattle
"20427",47.6961000000,-122.3490000000,0.4031023698,Seattle
"20428",47.4799000000,-122.1270000000,0.4332773196,Issaquah
"20429",47.7338000000,-122.3090000000,0.4532644352,Seattle
"20430",47.6120000000,-122.2950000000,0.1937253464,Seattle
"20431",47.5998000000,-122.3110000000,0.2344812590,Seattle
"20432",47.6650000000,-122.2850000000,0.3858746257,Seattle
"20433",47.5684000000,-122.3140000000,0.3081560998,Seattle
"20434",47.6945000000,-122.0180000000,0.8031348775,Lake Washington
"20435",47.5930000000,-122.0570000000,0.3370931332,Issaquah
"20436",47.6640000000,-121.8780000000,1.6143110220,Riverview
"20437",47.5299000000,-122.2030000000,0.8991718420,Renton
"20438",47.6875000000,-122.3390000000,0.1821861333,Seattle
"20439",47.5115000000,-122.0310000000,0.6885398341,Issaquah
"20440",47.7280000000,-122.2920000000,0.2573241095,Seattle
"20441",47.5172000000,-122.2080000000,0.4920286018,Renton
"20442",47.5310000000,-122.1340000000,1.4395587877,Issaquah
"20443",47.7190000000,-122.3170000000,0.2394801323,Seattle
"20444",47.6480000000,-122.2180000000,1.1911616082,Bellevue
"20445",47.5492000000,-122.2760000000,0.1769765086,Seattle
"20446",47.5397000000,-122.3870000000,0.0797654915,Seattle
"20447",47.3938000000,-122.3210000000,0.7705212481,Highline
"20448",47.2961000000,-122.3480000000,0.2957386112,Federal Way
"20449",47.5075000000,-122.1480000000,0.4537166318,Issaquah
"20450",47.6915000000,-122.1770000000,0.4831911669,Lake Washington
"20451",47.6886000000,-122.3640000000,0.2057168244,Seattle
"20452",47.5934000000,-121.9740000000,0.1555792283,Issaquah
"20453",47.6395000000,-122.3290000000,0.2962510317,Seattle
"20454",47.5345000000,-122.0690000000,1.1149825963,Issaquah
"20455",47.5016000000,-121.9050000000,1.1457896550,Issaquah
"20456",47.3584000000,-122.1630000000,0.6093270009,Kent
"20457",47.5402000000,-122.0280000000,0.7120097073,Issaquah
"20458",47.6935000000,-122.3420000000,0.1314814349,Seattle
"20459",47.5401000000,-122.0270000000,0.9885685198,Issaquah
"20460",47.6964000000,-122.3410000000,0.0926726750,Seattle
"20461",47.6972000000,-122.3410000000,0.1467505622,Seattle
"20462",47.6619000000,-122.3240000000,0.3020759890,Seattle
"20463",47.5644000000,-122.3880000000,0.1528557360,Seattle
"20464",47.6543000000,-122.3450000000,0.1916932059,Seattle
"20465",47.3494000000,-122.0440000000,0.9129409697,Tahoma
"20466",47.5444000000,-122.3690000000,0.2779761996,Seattle
"20467",47.6018000000,-122.2970000000,0.1563585606,Seattle
"20468",47.5401000000,-121.9930000000,0.7187514208,Issaquah
"20469",47.5430000000,-122.3720000000,0.1102053368,Seattle
"20470",47.7321000000,-122.3340000000,0.4521253437,Seattle
"20471",47.6178000000,-122.2900000000,0.1519138781,Seattle
"20472",47.5923000000,-121.9730000000,0.0750191645,Issaquah
"20473",47.6835000000,-122.0450000000,0.4631157618,Lake Washington
"20474",47.7209000000,-122.2910000000,0.3760826266,Seattle
"20475",47.4950000000,-122.1490000000,0.4841321281,Renton
"20476",47.6522000000,-122.3460000000,0.2269190025,Seattle
"20477",47.6762000000,-122.2880000000,0.3022305544,Seattle
"20478",47.3826000000,-122.0360000000,0.5256102100,Tahoma
"20479",47.5496000000,-122.3880000000,0.4190993720,Seattle
"20480",47.5819000000,-122.0470000000,0.6155964941,Issaquah
"20481",47.6690000000,-122.4020000000,0.5560627775,Seattle
"20482",47.6781000000,-122.3740000000,0.1174755746,Seattle
"20483",47.4803000000,-121.7950000000,1.2514050981,Snoqualmie Valley
"20484",47.5963000000,-122.2000000000,0.4713919413,Bellevue
"20485",47.6966000000,-122.1330000000,0.4332960147,Lake Washington
"20486",47.4876000000,-122.1460000000,0.3624097937,Renton
"20487",47.5345000000,-122.0690000000,1.1149825963,Issaquah
"20488",47.3452000000,-122.2100000000,0.8742800951,Auburn
"20489",47.6865000000,-122.3630000000,0.1480165577,Seattle
"20490",47.6968000000,-122.0250000000,0.9503796854,Lake Washington
"20491",47.2583000000,-122.2030000000,1.1138506214,Auburn
"20492",47.5477000000,-122.3880000000,0.5150538634,Seattle
"20493",47.4919000000,-122.3360000000,0.4036351611,Highline
"20494",47.6485000000,-122.3340000000,0.6466626906,Seattle
"20495",47.6196000000,-122.2970000000,0.2469119443,Seattle
"20496",47.3693000000,-122.2860000000,0.4896834336,Federal Way
"20497",47.5638000000,-122.0940000000,0.4963853346,Issaquah
"20498",47.6605000000,-122.3190000000,0.3127401850,Seattle
"20499",47.5033000000,-122.1930000000,0.4652313654,Renton
"20500",47.6905000000,-122.3640000000,0.2888917176,Seattle
"20501",47.4497000000,-122.1880000000,0.6311767712,Renton
"20502",47.6356000000,-122.3730000000,0.4845441474,Seattle
"20503",47.6534000000,-122.3560000000,0.2542202651,Seattle
"20504",47.7202000000,-122.2230000000,0.3847717052,Lake Washington
"20505",47.6689000000,-122.3630000000,0.0951513136,Seattle
"20506",47.4831000000,-122.1350000000,0.5687402038,Renton
"20507",47.6020000000,-122.3080000000,0.3629962838,Seattle
"20508",47.5818000000,-122.4020000000,0.4216388974,Seattle
"20509",47.3263000000,-122.1800000000,0.2574283041,Auburn
"20510",47.6376000000,-122.3260000000,0.3347479420,Seattle
"20511",47.6358000000,-122.2070000000,0.3832944341,Bellevue
"20512",47.6369000000,-122.3270000000,0.3947628537,Seattle
"20513",47.5925000000,-122.3020000000,0.1464918350,Seattle
"20514",47.7090000000,-122.1180000000,0.7351650071,Lake Washington
"20515",47.6480000000,-122.3960000000,0.1472962426,Seattle
"20516",47.4692000000,-122.3510000000,0.1905894038,Highline
"20517",47.3611000000,-122.0470000000,0.8852564237,Tahoma
"20518",47.7323000000,-122.1650000000,0.3452132656,Lake Washington
"20519",47.6387000000,-122.4050000000,0.3544086132,Seattle
"20520",47.6006000000,-122.3050000000,0.1869133612,Seattle
"20521",47.3454000000,-122.2140000000,1.1152275501,Auburn
"20522",47.3601000000,-122.0320000000,0.2244177111,Tahoma
"20523",47.4222000000,-122.1930000000,0.6383739648,Kent
"20524",47.5893000000,-122.3170000000,0.2790579573,Seattle
"20525",47.5555000000,-122.3630000000,0.4768627189,Seattle
"20526",47.5607000000,-122.0310000000,1.3605140235,Issaquah
"20527",47.7035000000,-122.3570000000,0.2573822841,Seattle
"20528",47.6380000000,-122.3750000000,0.4721362981,Seattle
"20529",47.6675000000,-122.3680000000,0.3263460451,Seattle
"20530",47.6871000000,-122.3390000000,0.1709143098,Seattle
"20531",47.5459000000,-122.3680000000,0.3324727939,Seattle
"20532",47.4517000000,-122.0840000000,1.1010500464,Tahoma
"20533",47.5168000000,-121.8700000000,0.7870798064,Snoqualmie Valley
"20534",47.5638000000,-122.2950000000,0.5354450826,Seattle
"20535",47.6728000000,-122.3740000000,0.1209565431,Seattle
"20536",47.3341000000,-122.3040000000,0.1584465104,Federal Way
"20537",47.3626000000,-122.0400000000,0.6252931521,Tahoma
"20538",47.6856000000,-122.3150000000,0.1630344531,Seattle
"20539",47.3404000000,-122.1810000000,0.4423643001,Auburn
"20540",47.6994000000,-122.3410000000,0.2977298912,Seattle
"20541",47.5171000000,-122.3470000000,0.2945629117,Highline
"20542",47.7222000000,-122.3310000000,0.4286352163,Seattle
"20543",47.5489000000,-122.3630000000,0.0446400038,Seattle
"20544",47.5975000000,-121.9850000000,0.7029237861,Issaquah
"20545",47.3522000000,-122.2010000000,0.2586754871,Kent
"20546",47.5493000000,-121.9980000000,0.3596333099,Issaquah
"20547",47.5388000000,-122.1140000000,0.5681777921,Issaquah
"20548",47.5446000000,-122.0170000000,0.5929833951,Issaquah
"20549",47.5444000000,-122.3750000000,0.1952819485,Seattle
"20550",47.7162000000,-122.2940000000,0.4418221746,Seattle
"20551",47.6356000000,-122.3460000000,0.2142585987,Seattle
"20552",47.6651000000,-122.3680000000,0.3831069450,Seattle
"20553",47.6965000000,-122.1340000000,0.4784488986,Lake Washington
"20554",47.6273000000,-122.3590000000,0.2658752460,Seattle
"20555",47.6114000000,-122.3100000000,0.1403895997,Seattle
"20556",47.4950000000,-122.1450000000,0.3298838252,Issaquah
"20557",47.4213000000,-122.1940000000,0.7148480238,Kent
"20558",47.7040000000,-122.3470000000,0.6855841732,Seattle
"20559",47.6866000000,-122.0130000000,0.2097397542,Lake Washington
"20560",47.5433000000,-122.3760000000,0.1582186069,Seattle
"20561",47.6813000000,-122.3720000000,0.1660746696,Seattle
"20562",47.5947000000,-122.0390000000,0.4474305689,Issaquah
"20563",47.3584000000,-122.0830000000,0.1844581493,Kent
"20564",47.7178000000,-122.1900000000,0.4323857648,Lake Washington
"20565",47.5134000000,-122.3420000000,0.0992452229,Highline
"20566",47.7185000000,-122.3170000000,0.2674655257,Seattle
"20567",47.5860000000,-122.3830000000,0.4612136750,Seattle
