X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-121.863736108642,47.5411509802774,1846,5381,7242502,Crestview Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.85750578506,47.5325419444328,1847,5382,7242503,Ironwood Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.857095493922,47.5382334028505,1848,5385,7242504,Eagle Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.861261634382,47.5433366425909,1849,5386,7242505,Denny Peak Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.85188978668,47.5309982542218,1850,7829,7242506,Woody Creek Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.848589724837,47.5327661685878,1851,7830,7242507,Koinonia Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.872865643169,47.5334142130117,1852,5079,7242601,Snoqualmie Community Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.877032802642,47.5417645825792,1853,5080,7242602,Azalea Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.870966287701,47.5414305085738,1854,5163,7242603,Cascade Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.868263114375,47.5371082980836,1855,5164,7242604,Chanticleer Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.871128875561,47.536468490441,1856,5165,7242605,Autumn Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.876178713585,47.5367072233555,1857,5166,7242606,Thompson Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.875902819964,47.5358902039861,1858,5167,7242607,Hoff Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.880329313116,47.5358026827192,1859,5168,7242608,Silent Creek Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.879145298329,47.5340938853819,1860,5169,7242609,Cottonwood Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.880709099148,47.5329929196344,1861,5170,7242610,Raven Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.880948284461,47.5306784618984,1862,5171,7242611,Steller Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.866424216558,47.5321326507651,1863,5172,7242612,Dogwood Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.872450387066,47.5363754705384,1864,5173,7242613,Bog Natural Area,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.878510320001,47.5346597058708,1865,5174,7242614,Cottonwood Natural Area,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.878855529945,47.5391226843623,1866,5380,7242615,Curtis Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.875787508471,47.5308026054319,1867,5383,7242616,Kinsey Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.873252137778,47.539719337374,1868,5384,7242617,Muir Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.870674782554,47.5316339835693,1869,7824,7242618,Borden Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.886850033148,47.5390711438415,1870,7826,7242619,Carmichael Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.958711704016,47.5371231420913,1871,2332,7242901,Preston Ridge Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.950284429442,47.535989203534,1872,2332,7242901,Preston Ridge Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.005260488258,47.5363646264772,1873,7218,7243002,Issaquah Preston Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.032763024723,47.5379850708232,1874,7218,7243002,Issaquah Preston Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.933243212409,47.5236155618838,1875,2387,7243203,Preston Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.934683726057,47.5236433342263,1876,2387,7243203,Preston Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.855666886749,47.5460762253117,1877,2964,7243204,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.892897412646,47.5512583428609,1878,2964,7243204,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.916891298817,47.5345751837205,1879,2964,7243204,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.929290215902,47.5233995473917,1880,2391,7243301,Preston Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.926581401423,47.5209822136149,1881,2367,7243302,Preston Mill,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.928541352588,47.5212007348316,1882,2367,7243302,Preston Mill,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.909674831899,47.5340751362057,1883,4280,7243303,Raging River Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.911654167916,47.535097717883,1884,4280,7243303,Raging River Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.90650846101,47.545221872687,1885,4280,7243303,Raging River Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.876615362167,47.5236108680314,1886,7825,7243502,Bybee Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.874635663729,47.5178689655906,1887,7827,7243503,Jacobia Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.872501505996,47.519335685518,1888,7828,7243504,Swenson Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.886733641363,47.5170422383974,1889,8114,7243505,Satterlee Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.881148799896,47.5184642091445,1890,8115,7243506,Jeanne Hansen Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.919308864473,47.6718116666188,1891,4287,7250901,Chinook Bend Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.924210046231,47.6700618137741,1892,4287,7250901,Chinook Bend Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.87699147817,47.6498750960938,1893,3688,7251401,Tolt River Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.883320876333,47.6466709989441,1894,3688,7251401,Tolt River Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.847961795349,47.6739871720554,1895,3688,7251401,Tolt River Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.866208657077,47.6601452542073,1896,3688,7251401,Tolt River Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3
-121.897846899372,47.6520987271089,1897,8101,7251502,Ormes Hill Park Site,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.907877392551,47.6460764888505,1898,2379,7251601,Loutsis Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,1
-121.911903437493,47.6486535189301,1899,2321,7251602,Hockert Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,1
-121.918822717566,47.6463798751253,1900,8145,7251607,Carnation Off-Leash Dog Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,1
-121.925253540853,47.6468213328016,1901,2374,7251701,Tolt River - John MacDonald Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.936584604878,47.6510415847542,1902,2374,7251701,Tolt River - John MacDonald Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.912042731661,47.6385497519953,1903,2374,7251701,Tolt River - John MacDonald Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.941767474342,47.6399677939275,1904,4883,7252001,Ames Lake Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.941774625425,47.6446402612761,1905,4883,7252001,Ames Lake Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.912922047881,47.6434561120809,1906,2381,7252101,Valley Memorial Park,Park Site,City of Carnation,City,City of Carnation,City,City of Carnation,City,1
-121.937644054852,47.6255930612055,1907,2279,7252901,Carnation Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.940650846501,47.6189499368379,1908,2279,7252901,Carnation Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.889597204043,47.6076763398699,1909,2984,7253401,Griffin Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.889113684055,47.6054998010271,1910,2984,7253401,Griffin Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.899021981958,47.6158695088398,1911,2984,7253401,Griffin Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.845647541947,47.7720545059409,1912,5295,7261202,Stossel Creek Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.845202458591,47.7703247204268,1913,5295,7261202,Stossel Creek Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.962165280388,47.7334796253555,1914,6923,7261801,Hix Park,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1
-121.967536227609,47.7453080648747,1915,6924,7261802,Alva Miller Park,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1
-121.963480853683,47.7404739675428,1916,6926,7261803,Duvall Open Space,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1
-121.95669278766,47.7215170418681,1917,5376,7261901,Big Rock Ball Fields,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1
-121.961219050782,47.6896881652365,1918,2501,7263202,Stillwater Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.817521379013,47.504909386398,1919,3125,8230501,Tollgate Farm,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.815071513447,47.5014911734704,1920,3125,8230501,Tollgate Farm,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.840359651013,47.5097662354772,1921,5077,8230603,Snoqualmie Point Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.805225983291,47.4896510481121,1922,8223,8230802,Tennant Trailhead Park Conservation Easement,Other Site,City of North Bend,City,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.802867291914,47.489314078846,1923,8223,8230802,Tennant Trailhead Park Conservation Easement,Other Site,City of North Bend,City,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.783394989499,47.4911339137394,1924,2540,8230901,Si View Park and Community Center,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,0
-121.784815095357,47.4909405359972,1925,2540,8230901,Si View Park and Community Center,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,1
-121.786283901162,47.4895982933858,1926,2551,8230902,Shamrock Park,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,0
-121.785704452126,47.4898353516055,1927,2551,8230902,Shamrock Park,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,1
-121.784818236799,47.4937182841215,1928,5071,8230905,William Henry Taylor Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,0
-121.785060389858,47.4934174325351,1929,5071,8230905,William Henry Taylor Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.788258867259,47.4933365134204,1930,5070,8230906,Gardiner Weeks Memorial Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,0
-121.78882641284,47.4926970579142,1931,5070,8230906,Gardiner Weeks Memorial Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.790365351566,47.4942298028492,1932,5072,8230907,Riverfront Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,0
-121.789687832064,47.4936295403947,1933,5072,8230907,Riverfront Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.783737881436,47.4834401042681,1934,5073,8230908,Si View Neighborhood Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,0
-121.781924376096,47.4859525013096,1935,5073,8230908,Si View Neighborhood Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.780467142098,47.4917703917077,1936,8146,8230909,Tanner Trail,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,0
-121.782628266838,47.4927545149892,1937,8146,8230909,Tanner Trail,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.759181185662,47.495069493052,1938,2428,8231001,Little Si Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.759624121481,47.4977220061688,1939,2428,8231001,Little Si Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.776834595689,47.4923415157187,1940,2430,8231002,Torguson Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.773232251317,47.496263837992,1941,2437,8231003,E J Roberts Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.73659204445,47.4751660654318,1942,8147,8231301,Tannerwood Neighborhood Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-121.752259078007,47.4812615290321,1943,3143,8231401,Tanner Landing Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.756282343268,47.4833643192009,1944,3143,8231401,Tanner Landing Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.804200466177,47.4523214851557,1945,2784,8232001,Rattlesnake Mountain Scenic Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.807063368509,47.4654656287897,1946,2784,8232001,Rattlesnake Mountain Scenic Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.783786367457,47.4603352737224,1947,5106,8232101,Uplands Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.784070956788,47.4484585247922,1948,5106,8232101,Uplands Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.734723491799,47.4519237392373,1949,3018,8232501,Boxley Creek Site,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.731588654241,47.450556314134,1950,3018,8232501,Boxley Creek Site,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.770624686574,47.4360318674748,1951,7556,8233402,Rattlesnake Lake Recreation Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-121.774618431635,47.4269735045085,1952,7556,8233402,Rattlesnake Lake Recreation Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.752546948457,47.6224553361956,1953,5355,8240101,Snoqualmie Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.727753631609,47.5934334008891,1954,5355,8240101,Snoqualmie Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.708218674586,47.5494767599887,1955,5355,8240101,Snoqualmie Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.820589502402,47.5423462307137,1956,8149,8242901,Tokul Bypass Site,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.824629831887,47.5423369449173,1957,8149,8242901,Tokul Bypass Site,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.826102380898,47.5296073412653,1958,5074,8243003,Railroad Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,0
-121.825919488203,47.5290938522721,1959,5074,8243003,Railroad Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.824410115549,47.5295279727485,1960,5075,8243004,Sandy Cove Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.842848372532,47.5407731931103,1961,7860,8243005,Falls Crossing Site,Other Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,0
-121.838537697916,47.5378697871991,1962,7860,8243005,Falls Crossing Site,Other Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.801830111341,47.5146539370888,1963,2448,8243201,Meadowbrook Farm,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,0
-121.807691548443,47.5174965468821,1964,2448,8243201,Meadowbrook Farm,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.819882229472,47.5262661646236,1965,5076,8243203,Riverview Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,0
-121.820554617562,47.5263728138724,1966,5076,8243203,Riverview Park - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.808158272515,47.5217284993674,1967,5081,8243204,Centennial Fields,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.800966726286,47.5245008852708,1968,7260,8243302,Three Forks Natural Area - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,0
-121.794058895916,47.5238567229257,1969,7260,8243302,Three Forks Natural Area - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-121.775531691478,47.5210297937749,1970,2450,8243401,Three Forks Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.777907326893,47.5188834413242,1971,2450,8243401,Three Forks Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.800124617678,47.5273540422336,1972,2450,8243401,Three Forks Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.716354057865,47.1566865438668,1973,2767,9190701,Federation Forest State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,0
-121.703263911684,47.1529053661449,1974,2767,9190701,Federation Forest State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,1
-121.657489736645,47.2736468665367,1975,7621,9212801,Upper Green River Watershed Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.709694557289,47.2917298594073,1976,7621,9212801,Upper Green River Watershed Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.51972752942,47.2209675788802,1977,7621,9212801,Upper Green River Watershed Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.673886314686,47.4733651132899,1978,2983,9230201,Middle Fork Snoqualmie Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.624245466349,47.5021005237971,1979,2983,9230201,Middle Fork Snoqualmie Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.638802844459,47.4926661230686,1980,2983,9230201,Middle Fork Snoqualmie Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.676263807918,47.4650824706178,1981,2983,9230201,Middle Fork Snoqualmie Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3
-121.667769988733,47.4723132212938,1982,7758,9231401,Middle Fork Snoqualmie NRCA,Park Site,Washington State DNR,State,Washington State DNR,State,Washington State DNR,State,0
-121.621763962248,47.4670671447644,1983,7758,9231401,Middle Fork Snoqualmie NRCA,Park Site,Washington State DNR,State,Washington State DNR,State,Washington State DNR,State,1
-121.709380894894,47.44260885637,1984,2783,9233001,Twin Falls State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,0
-121.704014647473,47.4452711192545,1985,2783,9233001,Twin Falls State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,1
-121.582547092849,47.4013573095178,1986,2787,9233101,Iron Horse State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,0
-121.741228412272,47.4375189004888,1987,2787,9233101,Iron Horse State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,1
-121.644912348683,47.4338137012443,1988,2769,9233301,Olallie State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,0
-121.660320660542,47.439146567007,1989,2769,9233301,Olallie State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,1
-121.347983321921,47.7121020756964,1990,2357,11262601,Ballfield Park,Park Site,City of Skykomish,City,City of Skykomish,City,City of Skykomish,City,1
-121.369198757726,47.475301352695,1991,2785,12241501,Alpine Lakes Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,0
-121.370281187366,47.5837599680754,1992,2785,12241501,Alpine Lakes Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,1
-121.093394621847,47.7071252963451,1993,2785,12241501,Alpine Lakes Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,2
-121.246563158356,47.7562103670061,1994,7578,12260801,Wild Sky Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,0
-121.22716944183,47.757830976574,1995,7578,12260801,Wild Sky Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,1
-121.420976195899,47.7572855871381,1996,7578,12260801,Wild Sky Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,2
-121.356028756249,47.773260510946,1997,7578,12260801,Wild Sky Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,3
-121.140890193642,47.7727855126354,1998,2775,13260401,Henry Jackson Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,1
-121.185628005459,47.7745582501536,1999,2775,13260401,Henry Jackson Wilderness,Park Site,US Forest Service,Federal,US Forest Service,Federal,US Forest Service,Federal,2
-122.274377541382,47.2845261295539,2000,2424,4212702,South County Ballfields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.332891672169,47.2735534593844,2001,4857,4212901,Hylebos Wetlands,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,0
-122.321608454769,47.28168532993,2002,4857,4212901,Hylebos Wetlands,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.327207848979,47.2835185312148,2003,6918,4212903,Hylebos Blueberry Farm,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.354965312738,47.28005495134,2004,6922,4213001,Madrona Park - Federal Way,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.352707925064,47.2763578934309,2005,7251,4213002,SW 363rd Street Open Space,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,0
-122.351384586546,47.2750419823618,2006,7251,4213002,SW 363rd Street Open Space,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.310322290022,47.2627444640389,2007,7557,4213201,Interurban Trail Site - Milton,Trail Site Regional,City of Milton,City,City of Milton,City,City of Milton,City,1
-122.307228161446,47.2599378110524,2008,5305,4213301,Olympic View Park - Milton,Park Site,City of Milton,City,City of Milton,City,City of Milton,City,1
-122.25461820066,47.2729607021792,2009,2972,4213501,Interurban Trail Site - Pacific,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Pacific,City,0
-122.257674222479,47.2683819879297,2010,2972,4213501,Interurban Trail Site - Pacific,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Pacific,City,1
-122.343906783653,47.5098319921563,2011,2561,4230602,White Center Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
