field_1,lat,long,Hub distan,E19013171
"15169",47.6575000000,-122.3940000000,,"84583"
"15170",47.5371000000,-122.3930000000,,"107201"
"15171",47.4955000000,-122.1600000000,,"100069"
"15172",47.4858000000,-122.1850000000,,"72500"
"15173",47.6854000000,-122.3080000000,,"115000"
"15174",47.6188000000,-122.0290000000,,"180761"
"15175",47.5521000000,-122.0300000000,,"106971"
"15176",47.7499000000,-122.2900000000,,"113438"
"15177",47.7722000000,-122.3150000000,,"71033"
"15178",47.6164000000,-122.1040000000,,"135185"
"15179",47.5826000000,-122.3870000000,,"102569"
"15180",47.4963000000,-122.2490000000,,"52242"
"15181",47.3155000000,-122.3650000000,,"65483"
"15182",47.7528000000,-122.1950000000,,"109943"
"15183",47.6330000000,-121.9720000000,,"149688"
"15184",47.3990000000,-122.0110000000,,"110063"
"15185",47.5750000000,-122.2880000000,,"95075"
"15186",47.5750000000,-122.2880000000,,"95075"
"15187",47.7148000000,-122.1010000000,,"176607"
"15188",47.6428000000,-122.3480000000,,"113670"
"15189",47.3196000000,-122.2720000000,,"83264"
"15190",47.6185000000,-122.2190000000,,"140026"
"15191",47.6805000000,-122.3840000000,,"123698"
"15192",47.6779000000,-122.3840000000,,"113188"
"15193",47.2601000000,-122.2860000000,,"96489"
"15194",47.3284000000,-122.3310000000,,"65302"
"15195",47.7243000000,-122.3630000000,,"146750"
"15196",47.3618000000,-122.0330000000,,"118548"
"15197",47.6339000000,-122.3540000000,,"116111"
"15198",47.7065000000,-122.2350000000,,"135200"
"15199",47.6245000000,-122.2270000000,,"222500"
"15200",47.3377000000,-122.2910000000,,"90133"
"15201",47.6844000000,-122.3920000000,,"123698"
"15202",47.5099000000,-122.2600000000,,"93862"
"15203",47.4990000000,-122.1570000000,,"100069"
"15204",47.7306000000,-121.9730000000,,"142738"
"15205",47.7573000000,-122.2780000000,,"125481"
"15206",47.4817000000,-121.8020000000,,"107044"
"15207",47.5981000000,-122.2880000000,,"99167"
"15208",47.5622000000,-122.0030000000,,"124252"
"15209",47.7461000000,-122.3220000000,,"81207"
"15210",47.5483000000,-122.2610000000,,"111026"
"15211",47.5503000000,-121.9970000000,,"124252"
"15212",47.6669000000,-122.1790000000,,"127708"
"15213",47.6386000000,-122.0580000000,,"170063"
"15214",47.6989000000,-122.3990000000,,"110139"
"15215",47.7448000000,-122.1170000000,,"161806"
"15216",47.7049000000,-122.2240000000,,"135200"
"15217",47.5496000000,-122.3910000000,,"105896"
"15218",47.7237000000,-122.3350000000,,"63705"
"15219",47.5800000000,-122.4050000000,,"110368"
"15220",47.3549000000,-122.1110000000,,"95408"
"15221",47.6384000000,-122.3500000000,,"112224"
"15222",47.5456000000,-122.0160000000,,"124252"
"15223",47.6642000000,-122.1710000000,,"127708"
"15224",47.3191000000,-122.1910000000,,"82917"
"15225",47.7042000000,-122.3690000000,,"92059"
"15226",47.4449000000,-122.2740000000,,"83897"
"15227",47.5642000000,-122.1270000000,,"158909"
"15228",47.4139000000,-122.2080000000,,"67423"
"15229",47.6109000000,-122.3030000000,,"78846"
"15230",47.6841000000,-122.3090000000,,"115000"
"15231",47.5845000000,-122.1990000000,,"163864"
"15232",47.6221000000,-122.2080000000,,"140026"
"15233",47.4608000000,-122.3540000000,,"60482"
"15234",47.2163000000,-121.9840000000,,"77593"
"15235",47.5116000000,-122.3790000000,,"104474"
"15236",47.6023000000,-122.1320000000,,"98805"
"15237",47.7633000000,-122.1990000000,,"83125"
"15238",47.6608000000,-122.1900000000,,"143920"
"15239",47.6518000000,-122.1230000000,,"136250"
"15240",47.7173000000,-122.0980000000,,"176607"
"15241",47.6409000000,-122.2410000000,,"196250"
"15242",47.7595000000,-122.2300000000,,"81796"
"15243",47.2827000000,-122.3020000000,,"82955"
"15244",47.6303000000,-122.3620000000,,"127702"
"15245",47.7328000000,-122.1980000000,,"111497"
"15246",47.2604000000,-122.1390000000,,"96667"
"15247",47.6735000000,-122.4010000000,,"89375"
"15248",47.3182000000,-122.2790000000,,"83264"
"15249",47.6030000000,-122.0120000000,,"176375"
"15250",47.6770000000,-122.1650000000,,"127750"
"15251",47.7064000000,-122.3550000000,,"92059"
"15252",47.5457000000,-122.3630000000,,"67617"
"15253",47.3719000000,-122.4610000000,,"90487"
"15254",47.6957000000,-122.3750000000,,"126096"
"15255",47.6797000000,-122.3840000000,,"123698"
"15256",47.7038000000,-122.3170000000,,"45925"
"15257",47.7334000000,-121.9700000000,,"142738"
"15258",47.4097000000,-122.1930000000,,"79158"
"15259",47.5378000000,-121.7420000000,,"92377"
"15260",47.7537000000,-122.2960000000,,"113438"
"15261",47.4079000000,-122.1860000000,,"84271"
"15262",47.7283000000,-122.2180000000,,"106391"
"15263",47.6874000000,-122.1610000000,,"103112"
"15264",47.6874000000,-122.1610000000,,"103112"
"15265",47.6865000000,-122.3960000000,,"123698"
"15266",47.5065000000,-122.2490000000,,"93862"
"15267",47.3257000000,-122.1700000000,,"82917"
"15268",47.7317000000,-122.3100000000,,"69790"
"15269",47.6480000000,-122.3840000000,,"71715"
"15270",47.6855000000,-122.1990000000,,"118382"
"15271",47.7438000000,-122.2290000000,,"126269"
"15272",47.6362000000,-122.3690000000,,"127702"
"15273",47.4380000000,-122.3360000000,,"84964"
"15274",47.3653000000,-122.0900000000,,"96250"
"15275",47.6350000000,-121.9640000000,,"149688"
"15276",47.5102000000,-122.3720000000,,"104474"
"15277",47.5904000000,-122.1940000000,,"163864"
"15278",47.5492000000,-122.3020000000,,"81979"
"15279",47.4739000000,-122.2800000000,,"57267"
"15280",47.7438000000,-122.2470000000,,"119653"
"15281",47.5305000000,-122.3840000000,,"107201"
"15282",47.7657000000,-122.2720000000,,"125481"
"15283",47.6308000000,-122.3690000000,,"127702"
"15284",47.4431000000,-122.1380000000,,"76978"
"15285",47.3777000000,-122.0230000000,,"119466"
"15286",47.3777000000,-122.0230000000,,"119466"
"15287",47.4468000000,-122.2820000000,,"51006"
"15288",47.6887000000,-122.3120000000,,"115000"
"15289",47.6590000000,-122.1460000000,,"100903"
"15290",47.4688000000,-122.1240000000,,"115493"
"15291",47.4364000000,-122.2800000000,,"48212"
"15292",47.4475000000,-122.1590000000,,"82222"
"15293",47.4944000000,-122.3040000000,,"43646"
"15294",47.4801000000,-122.0920000000,,"99722"
"15295",47.4662000000,-122.3590000000,,"60482"
"15296",47.5714000000,-122.3760000000,,"81066"
"15297",47.6355000000,-122.3240000000,,"106995"
"15298",47.4559000000,-122.1830000000,,"67985"
"15299",47.3148000000,-122.3490000000,,"70550"
"15300",47.7043000000,-122.1280000000,,"210341"
"15301",47.3896000000,-122.2180000000,,"67423"
"15302",47.6138000000,-122.2980000000,,"113397"
"15303",47.4971000000,-122.2790000000,,"75040"
"15304",47.3490000000,-122.1670000000,,"119423"
"15305",47.5959000000,-122.1160000000,,"98805"
"15306",47.3343000000,-122.1600000000,,"82917"
"15307",47.4740000000,-122.1250000000,,"115493"
"15308",47.7608000000,-122.3740000000,,"107544"
"15309",47.6876000000,-122.3660000000,,"103470"
"15310",47.5951000000,-122.0370000000,,"149743"
"15311",47.3815000000,-122.0900000000,,"110551"
"15312",47.3926000000,-122.1660000000,,"98889"
"15313",47.3423000000,-122.1830000000,,"119423"
"15314",47.6754000000,-122.3270000000,,"82268"
"15315",47.4950000000,-122.2270000000,,"58335"
"15316",47.3648000000,-122.3250000000,,"68449"
"15317",47.7151000000,-122.3550000000,,"73792"
"15318",47.7150000000,-122.3540000000,,"73792"
"15319",47.6111000000,-122.1260000000,,"58846"
"15320",47.4257000000,-122.0300000000,,"98274"
"15321",47.7042000000,-122.1070000000,,"210341"
"15322",47.7048000000,-122.3680000000,,"92059"
"15323",47.5245000000,-121.8220000000,,"100260"
"15324",47.7726000000,-122.2100000000,,"84362"
"15325",47.7390000000,-122.2430000000,,"119653"
"15326",47.3197000000,-122.3430000000,,"66250"
"15327",47.5785000000,-122.2930000000,,"95075"
"15328",47.3087000000,-122.2060000000,,"63516"
"15329",47.3815000000,-122.1460000000,,"95313"
"15330",47.3576000000,-122.0390000000,,"97041"
"15331",47.3131000000,-122.3830000000,,"89736"
"15332",47.5478000000,-122.0000000000,,"124252"
"15333",47.5469000000,-122.1270000000,,"152560"
"15334",47.6713000000,-122.3000000000,,"95463"
"15335",47.7168000000,-122.3650000000,,"146750"
"15336",47.5722000000,-122.2260000000,,"202827"
"15337",47.4585000000,-122.2050000000,,"85031"
"15338",47.6826000000,-122.1860000000,,"125600"
"15339",47.5882000000,-122.1920000000,,"163864"
"15340",47.6517000000,-122.1240000000,,"136250"
"15341",47.3547000000,-122.2850000000,,"90133"
"15342",47.5112000000,-122.3290000000,,"39301"
"15343",47.3333000000,-122.0740000000,,"109764"
"15344",47.6316000000,-122.2820000000,,"135956"
"15345",47.3240000000,-122.3280000000,,"65302"
"15346",47.6711000000,-122.3980000000,,"89375"
"15347",47.7425000000,-122.3210000000,,"81207"
"15348",47.5787000000,-122.4020000000,,"110368"
"15349",47.3714000000,-122.0540000000,,"97688"
"15350",47.7688000000,-122.3370000000,,"66734"
"15351",47.2933000000,-122.3720000000,,"63897"
"15352",47.2933000000,-122.3720000000,,"63897"
"15353",47.6445000000,-122.3740000000,,"109567"
"15354",47.5857000000,-122.1720000000,,"127200"
"15355",47.6939000000,-122.3910000000,,"110139"
"15356",47.7200000000,-122.2160000000,,"106391"
"15357",47.5476000000,-122.3990000000,,"105896"
"15358",47.6970000000,-122.3220000000,,"84395"
"15359",47.6629000000,-122.3290000000,,"120318"
"15360",47.7525000000,-122.3150000000,,"71607"
"15361",47.6480000000,-122.4100000000,,"170031"
"15362",47.6405000000,-122.3560000000,,"113670"
"15363",47.7364000000,-122.2860000000,,"80227"
"15364",47.7489000000,-122.2840000000,,"113438"
"15365",47.4872000000,-122.2230000000,,"58335"
"15366",47.5346000000,-122.3440000000,,"56629"
"15367",47.6778000000,-122.3890000000,,"89375"
"15368",47.5336000000,-122.0520000000,,"79073"
"15369",47.3531000000,-122.1470000000,,"102639"
"15370",47.7518000000,-122.2790000000,,"113438"
"15371",47.7180000000,-122.1930000000,,"94390"
"15372",47.5114000000,-122.2450000000,,"93862"
"15373",47.5253000000,-122.2010000000,,"81216"
"15374",47.4829000000,-122.3410000000,,"60989"
"15375",47.5678000000,-122.0890000000,,"152750"
"15376",47.5524000000,-121.9960000000,,"124252"
"15377",47.3596000000,-121.9220000000,,"92279"
"15378",47.5720000000,-122.1470000000,,"96471"
"15379",47.5309000000,-122.1860000000,,"122647"
"15380",47.7256000000,-122.3670000000,,"146750"
"15381",47.5272000000,-122.3220000000,,"48864"
"15382",47.4544000000,-122.3600000000,,"100077"
"15383",47.2069000000,-121.9890000000,,"59833"
"15384",47.3200000000,-122.1780000000,,"82917"
"15385",47.5735000000,-122.1620000000,,"96471"
"15386",47.6693000000,-122.2890000000,,"127373"
"15387",47.5845000000,-122.1150000000,,"117917"
"15388",47.2899000000,-122.3720000000,,"63897"
"15389",47.7139000000,-122.2880000000,,"105286"
"15390",47.6866000000,-122.1100000000,,"106197"
"15391",47.5817000000,-122.1920000000,,"163864"
"15392",47.6767000000,-122.3650000000,,"106172"
"15393",47.3083000000,-122.3600000000,,"70550"
"15394",47.7300000000,-121.9690000000,,"142738"
"15395",47.4822000000,-122.3180000000,,"75449"
"15396",47.6095000000,-122.1950000000,,"103875"
"15397",47.6269000000,-122.0600000000,,"166591"
"15398",47.3082000000,-122.3720000000,,"83442"
"15399",47.5200000000,-122.0470000000,,"102806"
"15400",47.7077000000,-122.3140000000,,"45925"
"15401",47.6163000000,-122.0680000000,,"166591"
"15402",47.5390000000,-122.1790000000,,"122647"
"15403",47.4459000000,-122.3590000000,,"100077"
"15404",47.2088000000,-121.9920000000,,"59833"
"15405",47.3483000000,-122.0530000000,,"97041"
"15406",47.5119000000,-122.3370000000,,"49260"
"15407",47.7751000000,-122.0880000000,,"127434"
"15408",47.5527000000,-121.9900000000,,"124252"
"15409",47.3865000000,-122.0270000000,,"119466"
"15410",47.5594000000,-122.2850000000,,"63493"
"15411",47.7574000000,-122.3220000000,,"71607"
"15412",47.3804000000,-122.0270000000,,"119466"
"15413",47.5044000000,-122.1900000000,,"97250"
"15414",47.4403000000,-122.1260000000,,"95658"
"15415",47.4779000000,-122.1450000000,,"113682"
"15416",47.6685000000,-122.3320000000,,"130909"
"15417",47.5648000000,-122.1560000000,,"147450"
"15418",47.5613000000,-122.1280000000,,"170119"
"15419",47.6117000000,-122.3130000000,,"51190"
"15420",47.5569000000,-122.3100000000,,"81979"
"15421",47.6288000000,-122.1090000000,,"163032"
"15422",47.3762000000,-122.1260000000,,"110551"
"15423",47.5479000000,-122.2330000000,,"203313"
"15424",47.3527000000,-121.9990000000,,"110139"
"15425",47.7006000000,-122.3500000000,,"70250"
"15426",47.3086000000,-122.3840000000,,"89736"
"15427",47.4871000000,-122.3600000000,,"77455"
"15428",47.4263000000,-122.3310000000,,"85598"
"15429",47.6968000000,-122.2990000000,,"106458"
"15430",47.7010000000,-122.2310000000,,"135200"
"15431",47.5002000000,-122.2460000000,,"93862"
"15432",47.3536000000,-122.1420000000,,"102639"
"15433",47.7482000000,-122.3210000000,,"81207"
"15434",47.7085000000,-122.2860000000,,"105286"
"15435",47.6198000000,-122.0380000000,,"170063"
"15436",47.4817000000,-121.7490000000,,"92377"
"15437",47.7136000000,-122.2900000000,,"105286"
"15438",47.4860000000,-122.2640000000,,"59225"
"15439",47.6645000000,-122.2880000000,,"127373"
"15440",47.7018000000,-122.1650000000,,"99696"
"15441",47.6993000000,-122.1300000000,,"147525"
"15442",47.2777000000,-122.2520000000,,"70234"
"15443",47.5925000000,-122.2950000000,,"99167"
"15444",47.2899000000,-122.2190000000,,"50926"
"15445",47.5650000000,-122.2810000000,,"87188"
"15446",47.3255000000,-122.1920000000,,"82917"
"15447",47.4597000000,-122.1530000000,,"100461"
"15448",47.5437000000,-122.2810000000,,"53295"
"15449",47.4942000000,-122.3220000000,,"54844"
"15450",47.4970000000,-121.7800000000,,"102348"
"15451",47.7460000000,-122.2310000000,,"126269"
"15452",47.5132000000,-122.3890000000,,"104474"
"15453",47.6424000000,-122.3480000000,,"113670"
"15454",47.4908000000,-122.2230000000,,"58335"
"15455",47.4908000000,-122.2230000000,,"58335"
"15456",47.4594000000,-122.3460000000,,"60482"
"15457",47.6769000000,-122.3660000000,,"113188"
"15458",47.5701000000,-122.4080000000,,"110368"
"15459",47.5602000000,-122.1760000000,,"91938"
"15460",47.3290000000,-122.3300000000,,"65302"
"15461",47.6490000000,-122.4030000000,,"117449"
"15462",47.4208000000,-122.2000000000,,"107153"
"15463",47.6616000000,-122.1440000000,,"110625"
"15464",47.3840000000,-122.1490000000,,"95313"
"15465",47.5872000000,-122.1700000000,,"127200"
"15466",47.3231000000,-122.2190000000,,"60558"
"15467",47.4367000000,-122.1990000000,,"65799"
"15468",47.5928000000,-122.0860000000,,"149743"
"15469",47.7193000000,-122.2180000000,,"106391"
"15470",47.7717000000,-122.2900000000,,"93811"
"15471",47.4189000000,-122.1680000000,,"102566"
"15472",47.3341000000,-122.1880000000,,"119423"
"15473",47.4513000000,-122.2670000000,,"83897"
"15474",47.6616000000,-122.1750000000,,"127708"
"15475",47.4238000000,-122.0980000000,,"104330"
"15476",47.7450000000,-122.2970000000,,"113438"
"15477",47.6550000000,-122.0870000000,,"166591"
"15478",47.6006000000,-121.9780000000,,"217574"
"15479",47.4429000000,-122.2820000000,,"48212"
"15480",47.7606000000,-122.2800000000,,"125481"
"15481",47.3702000000,-122.3180000000,,"68449"
"15482",47.5374000000,-122.1730000000,,"122063"
"15483",47.6614000000,-122.1380000000,,"128088"
"15484",47.5915000000,-122.2950000000,,"95075"
"15485",47.6087000000,-121.8950000000,,"104776"
"15486",47.7053000000,-122.3430000000,,"70250"
"15487",47.5387000000,-122.2150000000,,"216488"
"15488",47.3659000000,-122.0290000000,,"118548"
"15489",47.4398000000,-122.1510000000,,"108256"
"15490",47.3870000000,-122.2810000000,,"92782"
"15491",47.6435000000,-122.3990000000,,"117449"
"15492",47.6679000000,-122.1720000000,,"127708"
"15493",47.7552000000,-122.1480000000,,"72569"
"15494",47.5667000000,-121.9050000000,,"104776"
"15495",47.6969000000,-122.3470000000,,"102917"
"15496",47.4200000000,-122.3190000000,,"63692"
"15497",47.3862000000,-122.3150000000,,"72835"
"15498",47.7519000000,-122.2760000000,,"113438"
"15499",47.6792000000,-122.2750000000,,"103333"
"15500",47.6832000000,-121.9150000000,,"142738"
"15501",47.4980000000,-122.3210000000,,"54844"
"15502",47.7006000000,-122.3860000000,,"126096"
"15503",47.7128000000,-122.0830000000,,"165000"
"15504",47.5985000000,-122.2980000000,,"99167"
"15505",47.4122000000,-122.2670000000,,"83897"
"15506",47.4292000000,-122.3280000000,,"85598"
"15507",47.6781000000,-122.3760000000,,"113188"
"15508",47.5572000000,-122.1470000000,,"170119"
"15509",47.3794000000,-122.3200000000,,"72835"
"15510",47.6805000000,-122.3660000000,,"103470"
"15511",47.4060000000,-122.3180000000,,"72513"
"15512",47.5472000000,-122.2330000000,,"203313"
"15513",47.3500000000,-122.0370000000,,"97041"
"15514",47.7701000000,-122.1380000000,,"72569"
"15515",47.5718000000,-122.4060000000,,"110368"
"15516",47.5662000000,-122.0000000000,,"149385"
"15517",47.6965000000,-122.3500000000,,"69596"
"15518",47.6923000000,-122.2000000000,,"118382"
"15519",47.5406000000,-122.0660000000,,"151820"
"15520",47.4088000000,-122.0550000000,,"105268"
"15521",47.6280000000,-122.2990000000,,"157670"
"15522",47.5359000000,-122.3670000000,,"67617"
"15523",47.7192000000,-122.3200000000,,"63705"
"15524",47.7024000000,-122.3500000000,,"70250"
"15525",47.4596000000,-122.3430000000,,"60482"
"15526",47.5000000000,-122.3170000000,,"54844"
"15527",47.7168000000,-122.3080000000,,"59807"
"15528",47.4330000000,-122.2920000000,,"54879"
"15529",47.3060000000,-122.3790000000,,"89736"
"15530",47.4362000000,-122.1090000000,,"104330"
"15531",47.3913000000,-122.1210000000,,"112050"
"15532",47.5102000000,-122.3640000000,,"74395"
"15533",47.6731000000,-122.3270000000,,"82268"
"15534",47.5651000000,-121.9020000000,,"104776"
"15535",47.5092000000,-122.3860000000,,"104474"
"15536",47.4666000000,-122.3260000000,,"49773"
"15537",47.7726000000,-122.1110000000,,"161806"
"15538",47.5033000000,-122.3580000000,,"83919"
"15539",47.6312000000,-122.3660000000,,"127702"
"15540",47.4091000000,-122.3310000000,,"85598"
"15541",47.3762000000,-122.2190000000,,"51362"
"15542",47.5631000000,-122.3970000000,,"120189"
"15543",47.4470000000,-122.4820000000,,"71444"
"15544",47.5245000000,-122.3300000000,,"48864"
"15545",47.3392000000,-122.1310000000,,"90781"
"15546",47.7341000000,-122.1020000000,,"176607"
"15547",47.7016000000,-122.1990000000,,"90270"
"15548",47.6437000000,-122.3960000000,,"117449"
"15549",47.7147000000,-122.3730000000,,"146750"
"15550",47.3798000000,-122.3060000000,,"51507"
"15551",47.3895000000,-121.9860000000,,"110063"
"15552",47.6392000000,-122.1080000000,,"163032"
"15553",47.6055000000,-122.2100000000,,"163864"
"15554",47.3822000000,-122.3160000000,,"72835"
"15555",47.3822000000,-122.3160000000,,"72835"
"15556",47.5569000000,-122.2880000000,,"63493"
"15557",47.6649000000,-122.3370000000,,"87112"
"15558",47.3830000000,-122.3050000000,,"51507"
"15559",47.7111000000,-122.3090000000,,"81250"
"15560",47.5209000000,-122.0520000000,,"102806"
"15561",47.2647000000,-122.2210000000,,"114792"
"15562",47.7351000000,-122.1830000000,,"92333"
"15563",47.4087000000,-122.1700000000,,"84271"
"15564",47.5002000000,-122.1500000000,,"100069"
"15565",47.3535000000,-122.1900000000,,"73610"
"15566",47.5655000000,-122.3150000000,,"63891"
"15567",47.7681000000,-122.3110000000,,"71033"
"15568",47.6647000000,-122.1490000000,,"110625"
"15569",47.7243000000,-121.9570000000,,"142738"
"15570",47.5181000000,-122.2570000000,,"58827"
"15571",47.3801000000,-122.1850000000,,"96917"
"15572",47.6970000000,-122.1690000000,,"99696"
"15573",47.5465000000,-122.1220000000,,"152560"
"15574",47.5378000000,-122.3750000000,,"99706"
"15575",47.3478000000,-122.2980000000,,"51689"
"15576",47.7725000000,-122.3490000000,,"66734"
"15577",47.5371000000,-122.3880000000,,"107201"
"15578",47.5858000000,-122.2470000000,,"111950"
"15579",47.5390000000,-122.3560000000,,"92756"
"15580",47.5144000000,-122.3930000000,,"116836"
"15581",47.7471000000,-122.3370000000,,"90806"
"15582",47.3500000000,-122.1390000000,,"102639"
"15583",47.7531000000,-122.1400000000,,"72569"
"15584",47.5672000000,-122.3900000000,,"120189"
"15585",47.1593000000,-121.9570000000,,"77593"
"15586",47.5153000000,-122.1780000000,,"97250"
"15587",47.5558000000,-122.2700000000,,"111026"
"15588",47.6920000000,-122.1660000000,,"99696"
"15589",47.3065000000,-122.3580000000,,"70550"
"15590",47.5051000000,-122.3810000000,,"116836"
"15591",47.7078000000,-122.2340000000,,"135200"
"15592",47.7400000000,-122.0480000000,,"133603"
"15593",47.5336000000,-122.2780000000,,"53295"
"15594",47.5336000000,-122.2780000000,,"53295"
"15595",47.6743000000,-122.3160000000,,"63344"
"15596",47.3563000000,-122.1490000000,,"102639"
"15597",47.4552000000,-122.2020000000,,"66633"
"15598",47.4923000000,-122.1780000000,,"59952"
"15599",47.7407000000,-122.3470000000,,"93036"
"15600",47.4586000000,-122.1750000000,,"82222"
"15601",47.5159000000,-122.2580000000,,"58827"
"15602",47.6375000000,-122.3540000000,,"116111"
"15603",47.7158000000,-121.9660000000,,"142738"
"15604",47.6728000000,-122.0610000000,,"165425"
"15605",47.4030000000,-122.1750000000,,"84271"
"15606",47.6300000000,-121.9000000000,,"104583"
"15607",47.2725000000,-122.3000000000,,"79394"
"15608",47.5904000000,-122.3890000000,,"102569"
"15609",47.7218000000,-122.2990000000,,"69790"
"15610",47.4977000000,-122.3580000000,,"83919"
"15611",47.4953000000,-122.2380000000,,"93571"
"15612",47.7577000000,-122.3580000000,,"107544"
"15613",47.5520000000,-122.2190000000,,"203313"
"15614",47.6260000000,-122.1200000000,,"135185"
"15615",47.4629000000,-122.3560000000,,"60482"
"15616",47.2984000000,-122.1440000000,,"90781"
"15617",47.6599000000,-122.1460000000,,"100903"
"15618",47.6155000000,-122.2380000000,,"196250"
"15619",47.5230000000,-122.3320000000,,"48864"
"15620",47.5677000000,-122.2900000000,,"87188"
"15621",47.4363000000,-122.2860000000,,"48212"
"15622",47.4702000000,-122.2810000000,,"57267"
"15623",47.6464000000,-122.3910000000,,"117449"
"15624",47.7035000000,-122.3400000000,,"70250"
"15625",47.3533000000,-122.0230000000,,"97041"
"15626",47.7159000000,-122.3050000000,,"59807"
"15627",47.3848000000,-122.1000000000,,"110551"
"15628",47.5498000000,-121.9970000000,,"124252"
"15629",47.6914000000,-122.2880000000,,"135088"
"15630",47.6001000000,-122.1760000000,,"127200"
"15631",47.4551000000,-122.1750000000,,"67985"
"15632",47.3799000000,-122.1840000000,,"96917"
"15633",47.6888000000,-122.3470000000,,"124107"
"15634",47.7268000000,-122.2290000000,,"100069"
"15635",47.3215000000,-122.3690000000,,"65483"
"15636",47.2894000000,-122.1880000000,,"64802"
"15637",47.6510000000,-122.4090000000,,"170031"
"15638",47.7482000000,-122.0830000000,,"127434"
"15639",47.3056000000,-122.3680000000,,"83442"
"15640",47.7103000000,-122.1090000000,,"210341"
"15641",47.7267000000,-121.9660000000,,"142738"
"15642",47.4136000000,-122.3330000000,,"85598"
"15643",47.4136000000,-122.3330000000,,"85598"
"15644",47.3655000000,-122.0170000000,,"119466"
"15645",47.7728000000,-122.2500000000,,"125339"
"15646",47.5916000000,-122.1660000000,,"127200"
"15647",47.5952000000,-122.0530000000,,"149743"
"15648",47.6969000000,-122.3680000000,,"79375"
"15649",47.4238000000,-122.3320000000,,"85598"
"15650",47.6801000000,-122.1610000000,,"103112"
"15651",47.3694000000,-122.0650000000,,"105268"
"15652",47.6728000000,-122.3790000000,,"113188"
"15653",47.6325000000,-122.2900000000,,"135956"
"15654",47.7561000000,-122.2710000000,,"125481"
"15655",47.6205000000,-122.3000000000,,"113397"
"15656",47.6241000000,-122.3050000000,,"80152"
"15657",47.4492000000,-121.7800000000,,"107044"
"15658",47.3658000000,-122.0190000000,,"119466"
"15659",47.6133000000,-122.1330000000,,"97241"
"15660",47.3201000000,-122.3980000000,,"65483"
"15661",47.5457000000,-122.3830000000,,"105896"
"15662",47.7540000000,-122.3210000000,,"71607"
"15663",47.6500000000,-122.4150000000,,"170031"
"15664",47.7728000000,-122.2580000000,,"125339"
"15665",47.6160000000,-122.2820000000,,"173438"
"15666",47.6455000000,-122.0400000000,,"180761"
"15667",47.7409000000,-122.1980000000,,"109943"
"15668",47.6711000000,-122.3770000000,,"91288"
"15669",47.6856000000,-122.1680000000,,"127750"
"15670",47.5045000000,-122.3690000000,,"83919"
"15671",47.4772000000,-122.1440000000,,"113682"
"15672",47.6300000000,-122.0110000000,,"217574"
"15673",47.7611000000,-122.3720000000,,"107544"
"15674",47.5805000000,-121.9700000000,,"124252"
"15675",47.3801000000,-122.1660000000,,"96917"
"15676",47.6655000000,-122.1300000000,,"128088"
"15677",47.6260000000,-122.1040000000,,"135185"
"15678",47.4418000000,-122.3540000000,,"84964"
"15679",47.6873000000,-122.3320000000,,"128292"
"15680",47.5703000000,-122.1650000000,,"96471"
"15681",47.6645000000,-122.0680000000,,"119250"
"15682",47.3076000000,-122.3970000000,,"89736"
"15683",47.5483000000,-122.3600000000,,"92756"
"15684",47.7424000000,-122.2630000000,,"119653"
"15685",47.2704000000,-122.0130000000,,"96667"
"15686",47.4328000000,-122.1960000000,,"65799"
"15687",47.7614000000,-122.0260000000,,"133603"
"15688",47.5116000000,-122.1440000000,,"87448"
"15689",47.3714000000,-122.0590000000,,"97688"
"15690",47.4442000000,-122.0810000000,,"104330"
"15691",47.3617000000,-122.0540000000,,"97688"
"15692",47.6965000000,-122.1970000000,,"118382"
"15693",47.4665000000,-122.1220000000,,"115493"
"15694",47.6272000000,-122.2080000000,,"140026"
"15695",47.5814000000,-122.1220000000,,"117917"
"15696",47.7376000000,-122.3220000000,,"81207"
"15697",47.3352000000,-122.2970000000,,"62036"
"15698",47.2959000000,-122.3770000000,,"89736"
"15699",47.6658000000,-122.0840000000,,"119250"
"15700",47.7571000000,-122.1410000000,,"72569"
"15701",47.5880000000,-122.0790000000,,"149743"
"15702",47.4727000000,-122.2000000000,,"62953"
"15703",47.6923000000,-122.3320000000,,"84395"
"15704",47.6112000000,-122.1280000000,,"58846"
"15705",47.5416000000,-121.9980000000,,"124252"
"15706",47.5965000000,-122.0380000000,,"149743"
"15707",47.6835000000,-122.3470000000,,"124107"
"15708",47.6291000000,-122.2260000000,,"222500"
"15709",47.6269000000,-122.0300000000,,"180761"
"15710",47.5634000000,-122.0870000000,,"152750"
"15711",47.6604000000,-122.3520000000,,"95917"
"15712",47.3846000000,-122.2260000000,,"39835"
"15713",47.4488000000,-122.3560000000,,"100077"
"15714",47.5807000000,-122.1960000000,,"163864"
"15715",47.5670000000,-122.2120000000,,"202827"
"15716",47.7344000000,-121.9650000000,,"142738"
"15717",47.5374000000,-122.3900000000,,"107201"
"15718",47.2944000000,-122.3710000000,,"63897"
"15719",47.7234000000,-122.3720000000,,"146750"
"15720",47.6762000000,-122.3540000000,,"91806"
"15721",47.3422000000,-122.0530000000,,"104883"
"15722",47.6756000000,-122.3050000000,,"95463"
"15723",47.7081000000,-122.3420000000,,"63705"
"15724",47.5650000000,-122.1160000000,,"152560"
"15725",47.4120000000,-122.1950000000,,"79158"
"15726",47.7380000000,-122.2350000000,,"126269"
"15727",47.5387000000,-122.2940000000,,"53300"
